Type,Test,countmaxDOWN,countmaxIN_SEARCH,countmaxUP,countminDOWN,countminIN_SEARCH,countminUP,countmeanDOWN,countmeanIN_SEARCH,countmeanUP,countvarDOWN,countvarIN_SEARCH,countvarUP,indexmin,indexmax,indexmean,minminmin,minminmax,minminmean,minmaxmin,minmaxmax,minmaxmean,minmeanmin,minmeanmax,minmeanmean,maxminmin,maxminmax,maxminmean,maxmaxmin,maxmaxmax,maxmaxmean,maxmeanmin,maxmeanmax,maxmeanmean,meanminmin,meanminmax,meanminmean,meanmaxmin,meanmaxmax,meanmaxmean,meanmeanmin,meanmeanmax,meanmeanmean,"('lostPackets', 'sum')","('lostPackets', 'mean')","('timesForwarded', 'sum')","('timesForwarded', 'max')","('timesForwarded', 'mean')","('timesForwarded', 'var')",entopy_input,min_input,max_input,mean_input,var_input,entopy_output,min_output,max_output,mean_output,var_output,min_diff,max_diff,mean_diff,var_diff,entopy_normolized,min_normolized,max_normolized,mean_normolized,var_normolized,src_count,dst_count
ddos_attack,107,267.0,,527.0,3.0,,368.0,116.83333333333333,,429.6190476190476,8272.617647058822,,2061.5476190476193,330,362,346,1,1,1.0,2,7,4.7272727272727275,1.263157894736842,2.1666666666666665,1.5912940834173048,1,1,1.0,2,8,4.9393939393939394,1.3157894736842106,2.1666666666666665,1.7081890043723886,1.0,1.0,1.0,2.0,7.0,4.7272727272727275,1.2662538699690402,2.1666666666666665,1.631128337936719,379,2.005291005291005,71,56,0.37566137566137564,17.065574693234275,1.3036536955297076,3.0,107.0,36.96969696969697,964.405303030303,1.247804881214526,1.0,186.0,36.96969696969697,1599.030303030303,-158.0,93.0,0.0,1808.25,1.4223901742989793,1.0,252.0,159.0,1808.25,879,695
ddos_attack,108,287.0,2.0,501.0,5.0,2.0,401.0,96.47368421052632,2.0,443.3809523809524,5782.929824561403,0.0,867.5476190476189,363,395,379,0,1,0.9696969696969697,3,7,4.757575757575758,1.2222222222222223,2.5714285714285716,1.7208709141891831,1,1,1.0,4,8,6.121212121212121,1.4827586206896552,3.2,2.0657468016795293,0.6666666666666666,1.0,0.9898989898989898,3.0,7.333333333333333,5.1737373737373735,1.2643738977072312,2.6490493633350773,1.829929553411996,525,2.2245762711864407,49,19,0.2076271186440678,3.1609628561125125,0.9239213827682731,5.0,1067.0,99.45454545454545,60951.19318181818,0.8959988176089053,3.0,1046.0,99.45454545454545,61186.318181818184,-144.0,93.0,0.0,1953.5625,1.4143580664736803,1.0,238.0,145.0,1953.5625,3107,2909
ddos_attack,109,258.0,,486.0,11.0,,393.0,114.94444444444444,,449.3333333333333,5713.820261437907,,583.4333333333332,396,428,412,0,1,0.9393939393939394,2,6,4.0,1.0769230769230769,2.3157894736842106,1.4917722928693038,1,1,1.0,3,7,4.757575757575758,1.2222222222222223,2.473684210526316,1.7617231342881436,0.9523809523809523,1.0,0.9985569985569984,2.0,6.0,4.078971533516987,1.1064768564768566,2.3248505880084824,1.5623877931806514,338,1.285171102661597,117,43,0.4448669201520912,14.25553652802369,0.544007049604551,2.0,1665.0,129.89655172413794,181192.1674876847,0.5184439420198328,1.0,1665.0,134.28571428571428,187663.7671957672,-184.0,93.0,0.17857142857142858,1688.8928571428569,1.410564914626086,1.0,278.0,185.17857142857142,1688.892857142857,3679,3657
ddos_attack,11,306.0,1.0,537.0,4.0,1.0,411.0,126.125,1.0,466.76190476190476,8003.183333333334,0.0,1163.9904761904766,429,461,445,0,1,0.9393939393939394,3,6,4.363636363636363,1.1538461538461537,2.2941176470588234,1.5580548406335577,1,1,1.0,3,6,4.818181818181818,1.3043478260869565,3.076923076923077,1.821500371346291,1.0,1.0,1.0,3.0,6.0,4.526573426573425,1.234009580163426,2.453846153846154,1.6679737298001147,653,2.58102766798419,184,60,0.7272727272727273,37.10389610389608,1.3546996600213954,4.0,93.0,47.193548387096776,860.494623655914,1.2931303071861442,2.0,200.0,47.193548387096776,1816.5612903225808,-131.0,71.0,0.0,1515.8,1.4181988220870188,1.0,203.0,132.0,1515.8,1059,880
ddos_attack,110,269.0,1.0,495.0,2.0,1.0,322.0,115.78947368421052,1.0,411.04761904761904,7663.842105263158,0.0,1986.5476190476184,462,494,478,0,1,0.9090909090909091,3,6,4.333333333333333,1.1923076923076923,2.411764705882353,1.6554515265275207,0,1,0.9696969696969697,3,95,10.0,1.3043478260869565,5.9523809523809526,2.059438910156859,0.0,1.0,0.9696969696969697,3.0,6.0,4.439538239538239,1.2478260869565216,2.490196078431372,1.730823515904947,578,3.524390243902439,63,27,0.38414634146341464,7.52637288642825,0.9661823186874506,2.0,865.0,85.83870967741936,35511.73978494623,0.9388091247308104,1.0,830.0,88.5,35482.6724137931,-164.0,81.0,-0.6,1427.627586206897,1.4118769323792408,1.0,246.0,164.4,1427.6275862068967,2413,2213
ddos_attack,111,270.0,,495.0,6.0,,357.0,115.3157894736842,,457.5238095238095,4893.339181286549,,1261.6619047619047,495,527,511,1,1,1.0,3,7,4.878787878787879,1.1428571428571428,2.0625,1.4861340153463125,1,1,1.0,4,10,5.575757575757576,1.2857142857142858,2.125,1.7090725296290754,1.0,1.0,1.0,3.0,7.0,4.878787878787879,1.2033695349484825,2.1125,1.5359861805849875,542,3.0279329608938546,181,144,1.011173184357542,120.66279580691729,1.3202929617741146,2.0,121.0,32.645161290322584,707.3698924731182,1.225203768297835,1.0,136.0,32.645161290322584,1291.2365591397845,-108.0,52.0,0.0,1074.0666666666666,1.4176463321146502,1.0,161.0,109.0,1074.0666666666666,741,629
ddos_attack,112,218.0,,576.0,6.0,,415.0,109.94736842105263,,522.1904761904761,4936.7192982456145,,1661.4619047619065,528,560,544,1,1,1.0,1,4,2.303030303030303,1.0,1.6,1.1453353984623336,1,1,1.0,1,4,2.696969696969697,1.0,1.7,1.2317403968231806,1.0,1.0,1.0,1.0,4.0,2.3976911976911977,1.0,1.6444444444444446,1.1720428968331396,367,1.9015544041450778,112,54,0.5803108808290155,27.984401986183048,1.2888950462268076,2.0,93.0,29.517241379310345,691.6871921182264,1.0990330925038214,1.0,167.0,29.517241379310345,2022.1157635467978,-135.0,69.0,0.0,1927.7857142857142,1.4105248555467986,1.0,205.0,136.0,1927.7857142857142,733,699
ddos_attack,113,298.0,,512.0,6.0,,413.0,114.63157894736842,,459.2857142857143,6997.912280701754,,862.2142857142868,561,593,577,1,1,1.0,2,6,4.121212121212121,1.1153846153846154,2.625,1.5457071686829533,1,1,1.0,3,7,5.151515151515151,1.3181818181818181,2.875,1.8533778481616405,1.0,1.0,1.0,3.0,6.5,4.333333333333333,1.19530853761623,2.66875,1.6260569980107709,447,1.5204081632653061,60,35,0.20408163265306123,4.6749320888765045,1.3704822525626275,3.0,111.0,37.54545454545455,507.44318181818187,1.2916253546389487,1.0,166.0,37.54545454545455,1241.7556818181818,-105.0,52.0,0.0,1105.3125,1.4155171130504456,1.0,158.0,106.0,1105.3125,1197,1108
ddos_attack,114,218.0,1.0,515.0,4.0,1.0,399.0,103.5,1.0,465.2857142857143,4540.5,0.0,1117.7142857142862,594,626,610,0,1,0.9696969696969697,2,7,3.9696969696969697,1.0333333333333334,2.5454545454545454,1.414330449678578,1,1,1.0,2,7,4.575757575757576,1.1333333333333333,2.8181818181818183,1.6259915267971266,1.0,1.0,1.0,2.0,7.0,4.055266955266956,1.041765873015873,2.631168831168831,1.483489040515529,571,1.9161073825503356,22,11,0.0738255033557047,0.5197839694483988,1.347161775970092,3.0,124.0,46.28125,967.2409274193549,1.2298927885419357,1.0,324.0,47.774193548387096,3524.980645161291,-246.0,58.0,-0.0967741935483871,2630.8236559139787,1.4143852129637218,1.0,305.0,246.90322580645162,2630.8236559139787,1298,1047
ddos_attack,115,207.0,1.0,580.0,1.0,1.0,450.0,112.94736842105263,1.0,508.0952380952381,6685.163742690056,0.0,1374.6904761904748,627,659,643,0,1,0.9696969696969697,1,5,3.212121212121212,1.0,1.9166666666666667,1.2243584789314566,0,1,0.9696969696969697,2,6,3.6363636363636362,1.0714285714285714,1.9166666666666667,1.3200025648941445,0.0,1.0,0.9696969696969697,1.3,5.0,3.2959484959484953,1.0271197937864605,1.9166666666666667,1.2702282488059407,334,1.8764044943820224,32,26,0.1797752808988764,3.86580333904653,1.2552302736562144,3.0,111.0,34.266666666666666,1181.1678160919541,1.1566913182802399,1.0,143.0,34.266666666666666,1821.5126436781607,-117.0,85.0,0.0,1382.6206896551723,1.4125216124089097,1.0,203.0,118.0,1382.6206896551723,662,533
ddos_attack,116,294.0,,471.0,7.0,,310.0,128.3684210526316,,394.4761904761905,7265.912280701755,,2167.861904761904,660,692,676,1,1,1.0,4,7,5.515151515151516,1.3928571428571428,2.4166666666666665,1.8197034383540782,1,1,1.0,4,7,5.787878787878788,1.6956521739130435,2.533333333333333,2.01666671080359,1.0,1.0,1.0,4.0,7.0,5.567676767676768,1.5020408163265306,2.433333333333333,1.885732948246491,542,2.1593625498007967,46,24,0.18326693227091634,3.0942788844621516,1.3747555683229074,12.0,110.0,42.34375,672.3618951612904,1.279217363170463,6.0,243.0,42.34375,2063.329637096774,-220.0,77.0,0.0,2364.064516129032,1.4268290627470872,1.0,298.0,221.0,2364.064516129032,1295,1080
ddos_attack,117,228.0,1.0,465.0,6.0,1.0,377.0,107.11111111111111,1.0,426.85714285714283,4126.2222222222235,0.0,623.2285714285713,693,725,709,0,1,0.9393939393939394,2,7,4.363636363636363,1.105263157894737,1.9473684210526316,1.4304350579761198,1,1,1.0,2,7,4.575757575757576,1.105263157894737,2.066666666666667,1.5784346309214081,1.0,1.0,1.0,2.0,7.0,4.462626262626262,1.105263157894737,1.9473684210526316,1.489966961444789,412,2.395348837209302,29,13,0.1686046511627907,1.5211138310893502,1.2979224717938422,5.0,96.0,30.366666666666667,732.0333333333333,1.1739444483019654,1.0,217.0,30.366666666666667,1897.826436781609,-184.0,83.0,0.0,2004.551724137931,1.423922628237412,1.0,268.0,185.0,2004.551724137931,748,574
ddos_attack,118,193.0,1.0,480.0,2.0,1.0,381.0,97.47368421052632,1.0,432.95238095238096,4463.59649122807,0.0,778.1476190476185,726,758,742,0,1,0.9696969696969697,2,6,3.787878787878788,1.1111111111111112,1.8666666666666667,1.313599792589073,1,1,1.0,3,6,4.181818181818182,1.1666666666666667,2.2,1.4092204865651066,1.0,1.0,1.0,2.8666666666666667,6.0,4.0034632034632045,1.1296296296296295,2.1130158730158732,1.3626525944242744,303,1.8253012048192772,16,12,0.0963855421686747,0.960350492880613,1.2826762319823246,3.0,103.0,24.939393939393938,586.996212121212,1.1011394069684133,1.0,190.0,24.939393939393938,1669.308712121212,-149.0,97.0,0.0,2105.5,1.4165572920778555,1.0,247.0,150.0,2105.5,790,788
