Type,Test,countmaxDOWN,countmaxUP,countminDOWN,countminUP,countmeanDOWN,countmeanUP,countvarDOWN,countvarUP,indexmin,indexmax,indexmean,minminmin,minminmax,minminmean,minmaxmin,minmaxmax,minmaxmean,minmeanmin,minmeanmax,minmeanmean,maxminmin,maxminmax,maxminmean,maxmaxmin,maxmaxmax,maxmaxmean,maxmeanmin,maxmeanmax,maxmeanmean,meanminmin,meanminmax,meanminmean,meanmaxmin,meanmaxmax,meanmaxmean,meanmeanmin,meanmeanmax,meanmeanmean,"('lostPackets', 'sum')","('lostPackets', 'mean')","('timesForwarded', 'sum')","('timesForwarded', 'max')","('timesForwarded', 'mean')","('timesForwarded', 'var')",entopy_input,min_input,max_input,mean_input,var_input,entopy_output,min_output,max_output,mean_output,var_output,min_diff,max_diff,mean_diff,var_diff,entopy_normolized,min_normolized,max_normolized,mean_normolized,var_normolized,src_count,dst_count
100,33,2,37,2,32,2,35,0,5,162,167,164.5,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,0,0,22,22,2.75,60.5,1.2590205373074228,2.0,19.0,11.75,50.916666666666664,0.9734583120995157,1.0,21.0,8.75,86.91666666666667,-7.0,17.0,3.0,101.33333333333333,1.0993981563446316,1.0,25.0,11.0,101.33333333333333,27,18
100,34,2,37,2,32,2,35,0,5,168,173,170.5,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,0,0,22,22,2.75,60.5,1.2590205373074228,2.0,19.0,11.75,50.916666666666664,0.9734583120995157,1.0,21.0,8.75,86.91666666666667,-7.0,17.0,3.0,101.33333333333333,1.0993981563446316,1.0,25.0,11.0,101.33333333333333,27,18
100,35,2,37,2,32,2,35,0,5,174,179,176.5,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,0,0,22,22,2.75,60.5,1.2590205373074228,2.0,19.0,11.75,50.916666666666664,0.9734583120995157,1.0,21.0,8.75,86.91666666666667,-7.0,17.0,3.0,101.33333333333333,1.0993981563446316,1.0,25.0,11.0,101.33333333333333,27,18
100,36,2,37,2,32,2,35,0,5,180,185,182.5,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,0,0,22,22,2.75,60.5,1.2590205373074228,2.0,19.0,11.75,50.916666666666664,0.9734583120995157,1.0,21.0,8.75,86.91666666666667,-7.0,17.0,3.0,101.33333333333333,1.0993981563446316,1.0,25.0,11.0,101.33333333333333,27,18
100,37,2,37,2,32,2,35,0,5,186,191,188.5,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,0,0,22,22,2.75,60.5,1.2590205373074228,2.0,19.0,11.75,50.916666666666664,0.9734583120995157,1.0,21.0,8.75,86.91666666666667,-7.0,17.0,3.0,101.33333333333333,1.0993981563446316,1.0,25.0,11.0,101.33333333333333,27,18
100,38,2,37,2,32,2,35,0,5,192,197,194.5,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,0,0,22,22,2.75,60.5,1.2590205373074228,2.0,19.0,11.75,50.916666666666664,0.9734583120995157,1.0,21.0,8.75,86.91666666666667,-7.0,17.0,3.0,101.33333333333333,1.0993981563446316,1.0,25.0,11.0,101.33333333333333,27,18
100,39,2,37,2,32,2,35,0,5,198,203,200.5,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,0,0,22,22,2.75,60.5,1.2590205373074228,2.0,19.0,11.75,50.916666666666664,0.9734583120995157,1.0,21.0,8.75,86.91666666666667,-7.0,17.0,3.0,101.33333333333333,1.0993981563446316,1.0,25.0,11.0,101.33333333333333,27,18
100,4,2,37,2,32,2,35,0,5,204,209,206.5,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,0,0,22,22,2.75,60.5,1.2590205373074228,2.0,19.0,11.75,50.916666666666664,0.9734583120995157,1.0,21.0,8.75,86.91666666666667,-7.0,17.0,3.0,101.33333333333333,1.0993981563446316,1.0,25.0,11.0,101.33333333333333,27,18
100,40,2,37,2,32,2,35,0,5,210,215,212.5,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,0,0,22,22,2.75,60.5,1.2590205373074228,2.0,19.0,11.75,50.916666666666664,0.9734583120995157,1.0,21.0,8.75,86.91666666666667,-7.0,17.0,3.0,101.33333333333333,1.0993981563446316,1.0,25.0,11.0,101.33333333333333,27,18
100,41,2,37,2,32,2,35,0,5,216,221,218.5,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,0,0,22,22,2.75,60.5,1.2590205373074228,2.0,19.0,11.75,50.916666666666664,0.9734583120995157,1.0,21.0,8.75,86.91666666666667,-7.0,17.0,3.0,101.33333333333333,1.0993981563446316,1.0,25.0,11.0,101.33333333333333,27,18
100,42,2,37,2,32,2,35,0,5,222,227,224.5,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,0,0,22,22,2.75,60.5,1.2590205373074228,2.0,19.0,11.75,50.916666666666664,0.9734583120995157,1.0,21.0,8.75,86.91666666666667,-7.0,17.0,3.0,101.33333333333333,1.0993981563446316,1.0,25.0,11.0,101.33333333333333,27,18
100,43,2,37,2,32,2,35,0,5,228,233,230.5,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,0,0,22,22,2.75,60.5,1.2590205373074228,2.0,19.0,11.75,50.916666666666664,0.9734583120995157,1.0,21.0,8.75,86.91666666666667,-7.0,17.0,3.0,101.33333333333333,1.0993981563446316,1.0,25.0,11.0,101.33333333333333,27,18
100,44,2,37,2,32,2,35,0,5,234,239,236.5,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,0,0,22,22,2.75,60.5,1.2590205373074228,2.0,19.0,11.75,50.916666666666664,0.9734583120995157,1.0,21.0,8.75,86.91666666666667,-7.0,17.0,3.0,101.33333333333333,1.0993981563446316,1.0,25.0,11.0,101.33333333333333,27,18
100,45,2,37,2,32,2,35,0,5,240,245,242.5,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,0,0,22,22,2.75,60.5,1.2590205373074228,2.0,19.0,11.75,50.916666666666664,0.9734583120995157,1.0,21.0,8.75,86.91666666666667,-7.0,17.0,3.0,101.33333333333333,1.0993981563446316,1.0,25.0,11.0,101.33333333333333,27,18
100,46,2,37,2,32,2,35,0,5,246,251,248.5,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,0,0,22,22,2.75,60.5,1.2590205373074228,2.0,19.0,11.75,50.916666666666664,0.9734583120995157,1.0,21.0,8.75,86.91666666666667,-7.0,17.0,3.0,101.33333333333333,1.0993981563446316,1.0,25.0,11.0,101.33333333333333,27,18
100,47,2,37,2,32,2,35,0,5,252,257,254.5,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,0,0,22,22,2.75,60.5,1.2590205373074228,2.0,19.0,11.75,50.916666666666664,0.9734583120995157,1.0,21.0,8.75,86.91666666666667,-7.0,17.0,3.0,101.33333333333333,1.0993981563446316,1.0,25.0,11.0,101.33333333333333,27,18
100,48,2,37,2,32,2,35,0,5,258,263,260.5,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,0,0,22,22,2.75,60.5,1.2590205373074228,2.0,19.0,11.75,50.916666666666664,0.9734583120995157,1.0,21.0,8.75,86.91666666666667,-7.0,17.0,3.0,101.33333333333333,1.0993981563446316,1.0,25.0,11.0,101.33333333333333,27,18
100,49,2,37,2,32,2,35,0,5,264,269,266.5,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,0,0,22,22,2.75,60.5,1.2590205373074228,2.0,19.0,11.75,50.916666666666664,0.9734583120995157,1.0,21.0,8.75,86.91666666666667,-7.0,17.0,3.0,101.33333333333333,1.0993981563446316,1.0,25.0,11.0,101.33333333333333,27,18
100,5,2,37,2,32,2,35,0,5,270,275,272.5,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,0,0,22,22,2.75,60.5,1.2590205373074228,2.0,19.0,11.75,50.916666666666664,0.9734583120995157,1.0,21.0,8.75,86.91666666666667,-7.0,17.0,3.0,101.33333333333333,1.0993981563446316,1.0,25.0,11.0,101.33333333333333,27,18
100,50,2,37,2,32,2,35,0,5,276,281,278.5,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,1,1,1,1,3,2.1666666666666665,1.0,1.4,1.2047619047619047,0,0,22,22,2.75,60.5,1.2590205373074228,2.0,19.0,11.75,50.916666666666664,0.9734583120995157,1.0,21.0,8.75,86.91666666666667,-7.0,17.0,3.0,101.33333333333333,1.0993981563446316,1.0,25.0,11.0,101.33333333333333,27,18
